Arrival_ID	Date	Mandi_ID	Crop_Name	Variety	Arrival_Quantity_Quintals	Arrival_Quantity_Mt	Arrival_Quantity_Kg	Reported_Quantity	Reported_Unit	Farmer_Count	Is_Arrival_ID_Imputed	Is_Quantity_Negative_Flag
ARR0007924	15-08-2026	MANDI056	Sugarcane	PBW-343	120.78	12.078	12078	12.078	Metric Tonne		FALSE	FALSE
ARR0018483	20-07-2026	MANDI056	Wheat	Pusa-1121	158.78	15.878	15878	15878	Kilogram	127	FALSE	FALSE
ARR0009819	08-07-2026	MANDI056	Paddy	Premium	65.04	6.504	6504	6504	Kilogram	67	FALSE	FALSE
ARR0004440	27-02-2026	MANDI056	Wheat		76.55	7.655	7655	76.55	Quintal	125	FALSE	FALSE
ARR0004275	09-07-2026	MANDI056	Cotton	Hybrid	448.77	44.877	44877	448.77	Quintal	47	FALSE	FALSE
ARR0007683	20-08-2026	MANDI056	Cotton	Premium	233.16	23.316	23316	23316	Kilogram	100	FALSE	FALSE
ARR0021996	02-02-2026	MANDI056	Rice	Premium	363.37	36.337	36337	363.37	Quintal	47	FALSE	FALSE
ARR0015834	16-06-2026	MANDI056	Wheat	HD-2967	239.86	23.986	23986	23986	Kilogram	70	FALSE	FALSE
ARR0018207	10-03-2026	MANDI056	Sugarcane		336.85	33.685	33685	336.85	Quintal	59	FALSE	FALSE
ARR0015560	22-07-2026	MANDI056	Sugarcane	Local	386.82	38.682	38682	38.682	Metric Tonne		FALSE	FALSE
ARR0008160	05-09-2026	MANDI056	Paddy	Pusa-1121	24.89	2.489	2489	2489	Kilogram	115	FALSE	FALSE
ARR0004232	26-04-2026	MANDI056	Maize	Pusa-1121	460.09	46.009	46009	460.09	Quintal	49	FALSE	FALSE
ARR0019742	24-03-2026	MANDI056	Sugarcane	Hybrid	178.77	17.877	17877	178.77	Quintal		FALSE	FALSE
ARR0012717	20-04-2026	MANDI056	Cotton	Pusa-1121	448.34	44.834	44834	44834	Kilogram	65	FALSE	FALSE
ARR0014589	08-08-2026	MANDI056	Sugarcane	Premium	302.34	30.234	30234	302.34	Quintal	21	FALSE	FALSE
ARR0009313	17-05-2026	MANDI056	Mustard	Pusa-1121	28.66	2.866	2866	28.66	Quintal	115	FALSE	FALSE
ARR0016005	03-09-2026	MANDI056	Maize	PBW-343	291.57	29.157	29157	291.57	Quintal	54	FALSE	FALSE
ARR0020860	08-01-2026	MANDI056	Sugarcane	Pusa-1121	213.41	21.341	21341	21.341	Metric Tonne	76	FALSE	FALSE
ARR0005257	13-08-2026	MANDI056	Sugarcane	Premium	455.85	45.585	45585	45.585	Metric Tonne	68	FALSE	FALSE
ARR0000468	22-04-2026	MANDI056	Wheat	Local	72.14	7.214	7214	72.14	Quintal	49	FALSE	FALSE
ARR0001162	21-07-2026	MANDI056	Basmati Rice	PBW-343	214.01	21.401	21401	214.01	Quintal		FALSE	FALSE
ARR0018903	03-06-2026	MANDI056	Wheat	Premium	209.29	20.929	20929	20929	Kilogram	70	FALSE	FALSE
ARR_IMP00051	18-03-2026	MANDI056	Mustard	PBW-343	21.58	2.158	2158	21.58	Quintal	105	TRUE	FALSE
ARR0018562	14-07-2026	MANDI056	Sugarcane	PBW-343	453.09	45.309	45309	45.309	Metric Tonne	124	FALSE	FALSE
ARR0014622	07-05-2026	MANDI056	Rice	Hybrid	246.36	24.636	24636	24.636	Metric Tonne	85	FALSE	FALSE
ARR0009137	01-02-2026	MANDI056	Cotton	Hybrid	82.47	8.247	8247	8247	Kilogram	20	FALSE	FALSE
ARR0009866	08-09-2026	MANDI056	Paddy	Premium	190.94	19.094	19094	19094	Kilogram		FALSE	FALSE
ARR0019530	04-04-2026	MANDI056	Mustard	Premium	21.19	2.119	2119	2119	Kilogram	122	FALSE	FALSE
ARR0020039	28-08-2026	MANDI056	Sugarcane	Pusa-1121	448.56	44.856	44856	448.56	Quintal	34	FALSE	FALSE
ARR0023900	17-02-2026	MANDI056	Maize	HD-2967	361.68	36.168	36168	36168	Kilogram	18	FALSE	FALSE
ARR0024052	03-03-2026	MANDI056	Wheat	Local	346.47	34.647	34647	346.47	Quintal		FALSE	FALSE
ARR_IMP00105	21-07-2026	MANDI056	Paddy	Premium	264.62	26.462	26462	26462	Kilogram	80	TRUE	FALSE
ARR0001757	07-02-2026	MANDI056	Paddy	Hybrid	76.92	7.692	7692	76.92	Quintal	13	FALSE	TRUE
ARR0018130	02-10-2026	MANDI056	Maize	Hybrid	317.73	31.773	31773	317.73	Quintal	84	FALSE	FALSE
ARR0000611	16-07-2026	MANDI056	Mustard	HD-2967	436.54	43.654	43654	436.54	Quintal	6	FALSE	FALSE
ARR0004272	22-05-2026	MANDI056	Maize		263.24	26.324	26324	263.24	Quintal	105	FALSE	FALSE
ARR0015254	25-05-2026	MANDI056	Mustard	Pusa-1121	299.67	29.967	29967	29.967	Metric Tonne	19	FALSE	FALSE
ARR0002399	02-08-2026	MANDI056	Cotton	PBW-343	49.91	4.991	4991	4991	Kilogram	38	FALSE	FALSE
ARR0023435	09-08-2026	MANDI056	Mustard	Local	397.17	39.717	39717	397.17	Quintal	42	FALSE	FALSE
ARR0000143	23-07-2026	MANDI056	Rice	Pusa-1121	427.02	42.702	42702	42702	Kilogram	91	FALSE	FALSE
ARR0023931	24-06-2026	MANDI056	Sugarcane	Hybrid	30.42	3.042	3042	3042	Kilogram	10	FALSE	FALSE
ARR0010646	04-03-2026	MANDI056	Mustard	Hybrid	465.87	46.587	46587	46587	Kilogram	78	FALSE	FALSE
ARR_IMP00376	29-01-2026	MANDI056	Sugarcane	Local	262.27	26.227	26227	262.27	Quintal	91	TRUE	FALSE
ARR0011897	18-06-2026	MANDI056	Mustard	PBW-343	365.81	36.581	36581	365.81	Quintal	25	FALSE	FALSE
ARR0016629	02-07-2026	MANDI056	Cotton		451.16	45.116	45116	45116	Kilogram	106	FALSE	FALSE
ARR0000756	14-06-2026	MANDI056	Cotton	Premium	0.9354	0.0935	93.54	93.54	Kilogram	80	FALSE	TRUE
ARR0013483	16-08-2026	MANDI056	Maize	Local	94.79	9.479	9479	94.79	Quintal	51	FALSE	FALSE
ARR0001035	02-07-2026	MANDI056	Paddy	Pusa-1121	97.61	9.761	9761	97.61	Quintal	51	FALSE	FALSE
ARR0023315	14-05-2026	MANDI056	Wheat	PBW-343	402.22	40.222	40222	402.22	Quintal		FALSE	FALSE
ARR0007266	08-04-2026	MANDI056	Mustard	Pusa-1121	278.11	27.811	27811	27811	Kilogram	95	FALSE	FALSE
ARR0004302	30-08-2026	MANDI056	Paddy	Hybrid	43.86	4.386	4386	4386	Kilogram	29	FALSE	FALSE
ARR0015652	27-06-2026	MANDI056	Wheat	PBW-343	149.63	14.963	14963	14.963	Metric Tonne	46	FALSE	FALSE
ARR0007196	31-01-2026	MANDI056	Mustard	Pusa-1121	206.4	20.64	20640	206.4	Quintal	87	FALSE	FALSE
ARR0019988	08-07-2026	MANDI056	Cotton	Pusa-1121	354.28	35.428	35428	35.428	Metric Tonne	62	FALSE	FALSE
ARR0002881	02-08-2026	MANDI056	Wheat	Pusa-1121	218.87	21.887	21887	218.87	Quintal	103	FALSE	FALSE
ARR0010544	08-09-2026	MANDI056	Paddy	Premium	219.64	21.964	21964	219.64	Quintal	127	FALSE	FALSE
ARR0001606	24-08-2026	MANDI056	Wheat	HD-2967	384.6	38.46	38460	384.6	Quintal		FALSE	FALSE
ARR0016189	11-02-2026	MANDI056	Maize		498	49.8	49800	49800	Kilogram	6	FALSE	FALSE
ARR0000364	13-06-2026	MANDI056	Rice	Premium	497.83	49.783	49783	497.83	Quintal	150	FALSE	FALSE
ARR0015395	07-03-2026	MANDI056	Wheat		300.41	30.041	30041	30041	Kilogram	116	FALSE	FALSE
ARR0016068	25-02-2026	MANDI056	Maize	Local	153.47	15.347	15347	15347	Kilogram	77	FALSE	FALSE
ARR0003383	09-04-2026	MANDI056	Cotton	Hybrid	48.9	4.89	4890	48.9	Quintal	80	FALSE	FALSE
ARR0002822	07-04-2026	MANDI056	Cotton	PBW-343	468.24	46.824	46824	46824	Kilogram		FALSE	FALSE
ARR0016429	22-08-2026	MANDI056	Mustard	Local	452.72	45.272	45272	45.272	Metric Tonne	60	FALSE	FALSE
ARR0004498	16-06-2026	MANDI056	Cotton	Hybrid	217.48	21.748	21748	217.48	Quintal	67	FALSE	FALSE
ARR0004002	19-03-2026	MANDI056	Wheat	Premium	101.58	10.158	10158	101.58	Quintal	50	FALSE	FALSE
ARR0009920	27-03-2026	MANDI056	Maize	HD-2967	340.65	34.065	34065	340.65	Quintal	149	FALSE	FALSE
ARR0008542	19-06-2026	MANDI056	Maize	Hybrid	328.51	32.851	32851	328.51	Quintal		FALSE	FALSE
ARR0006763	21-04-2026	MANDI056	Cotton	Premium	239.19	23.919	23919	239.19	Quintal	36	FALSE	FALSE
ARR0020431	25-03-2026	MANDI056	Sugarcane	Local	128.31	12.831	12831	128.31	Quintal	132	FALSE	FALSE
ARR0004282	16-02-2026	MANDI056	Mustard	Pusa-1121	284.54	28.454	28454	284.54	Quintal	86	FALSE	FALSE
ARR0016538	21-02-2026	MANDI056	Wheat	Hybrid	15.82	1.582	1582	15.82	Quintal	78	FALSE	FALSE
ARR0015030	25-06-2026	MANDI056	Rice	Premium	215.5	21.55	21550	215.5	Quintal	143	FALSE	FALSE
ARR0022376	11-04-2026	MANDI056	Mustard	PBW-343	406.02	40.602	40602	40602	Kilogram	113	FALSE	FALSE
ARR0011335	24-01-2026	MANDI056	Basmati Rice	PBW-343	1.117	0.1117	111.7	111.7	Kilogram	65	FALSE	TRUE
ARR0003379	27-04-2026	MANDI056	Rice	HD-2967	211.16	21.116	21116	21.116	Metric Tonne	138	FALSE	FALSE
ARR0018216	12-06-2026	MANDI056	Rice	HD-2967	184.81	18.481	18481	18.481	Metric Tonne	105	FALSE	FALSE
ARR0005158	18-02-2026	MANDI056	Wheat	PBW-343	206.01	20.601	20601	206.01	Quintal	104	FALSE	FALSE
ARR0016930	08-05-2026	MANDI056	Maize	Premium	27.64	2.764	2764	2764	Kilogram	102	FALSE	FALSE
ARR0006470	22-05-2026	MANDI056	Mustard	Hybrid	31.26	3.126	3126	3126	Kilogram	50	FALSE	FALSE
ARR0004532	03-02-2026	MANDI056	Rice	Premium	27.38	2.738	2738	27.38	Quintal	111	FALSE	FALSE
ARR0016108	20-02-2026	MANDI056	Mustard	Premium	339.04	33.904	33904	339.04	Quintal	83	FALSE	FALSE
ARR0023282	14-06-2026	MANDI056	Sugarcane	Pusa-1121	103.63	10.363	10363	103.63	Quintal	40	FALSE	FALSE
ARR0017366	21-01-2026	MANDI056	Sugarcane	Hybrid	415.47	41.547	41547	41547	Kilogram	150	FALSE	FALSE
ARR0021762	07-10-2026	MANDI056	Cotton	Pusa-1121	484.42	48.442	48442	48442	Kilogram	126	FALSE	FALSE
ARR0005561	06-05-2026	MANDI056	Maize	Hybrid	312.3	31.23	31230	312.3	Quintal	120	FALSE	FALSE
ARR0015706	21-06-2026	MANDI056	Mustard	Local	63.88	6.388	6388	6388	Kilogram	67	FALSE	FALSE
ARR0006107	23-01-2026	MANDI056	Rice	Pusa-1121	221.6	22.16	22160	22160	Kilogram	19	FALSE	FALSE
ARR0004855	04-06-2026	MANDI056	Mustard	Premium	250.92	25.092	25092	25092	Kilogram	39	FALSE	FALSE
ARR0017426	25-06-2026	MANDI056	Maize	Hybrid	0.8	0.08	80	80	Kilogram	56	FALSE	TRUE
ARR0015519	12-05-2026	MANDI056	Maize		270.75	27.075	27075	27.075	Metric Tonne	145	FALSE	FALSE
ARR0010264	30-07-2026	MANDI056	Paddy	Hybrid	26.66	2.666	2666	2666	Kilogram	97	FALSE	FALSE
ARR0003643	19-03-2026	MANDI056	Mustard	Pusa-1121	463.77	46.377	46377	46.377	Metric Tonne	18	FALSE	FALSE
ARR0024257	29-08-2026	MANDI056	Sugarcane	HD-2967	77.11	7.711	7711	77.11	Quintal		FALSE	FALSE
ARR0019225	23-03-2026	MANDI056	Basmati Rice	HD-2967	34.28	3.428	3428	3428	Kilogram	20	FALSE	FALSE
ARR0010013	18-07-2026	MANDI056	Basmati Rice	Premium	495.82	49.582	49582	49582	Kilogram	10	FALSE	FALSE
ARR0008973	26-03-2026	MANDI056	Maize		494.81	49.481	49481	49481	Kilogram	136	FALSE	FALSE
ARR0003329	18-05-2026	MANDI056	Mustard	Pusa-1121	451.74	45.174	45174	451.74	Quintal		FALSE	FALSE
ARR0005322	27-02-2026	MANDI056	Wheat	Local	398.77	39.877	39877	39877	Kilogram	76	FALSE	FALSE
ARR0005827	04-03-2026	MANDI056	Cotton		351.23	35.123	35123	351.23	Quintal	66	FALSE	FALSE
ARR0000385	03-03-2026	MANDI056	Wheat	Local	346.11	34.611	34611	34611	Kilogram		FALSE	FALSE
ARR0023364	04-09-2026	MANDI056	Cotton	Local	31.32	3.132	3132	3132	Kilogram	103	FALSE	FALSE
ARR0007032	06-04-2026	MANDI056	Cotton	Hybrid	415.86	41.586	41586	41586	Kilogram		FALSE	FALSE
ARR0004907	03-04-2026	MANDI056	Maize	Hybrid	171.18	17.118	17118	171.18	Quintal	72	FALSE	FALSE
ARR0003115	25-08-2026	MANDI056	Wheat	Premium	369.58	36.958	36958	36.958	Metric Tonne	91	FALSE	FALSE
ARR0008395	06-06-2026	MANDI056	Sugarcane	Local	97.38	9.738	9738	9738	Kilogram	110	FALSE	FALSE
ARR0005234	30-07-2026	MANDI056	Rice	Pusa-1121	65.56	6.556	6556	65.56	Quintal		FALSE	FALSE
ARR0007503	20-04-2026	MANDI056	Cotton	Hybrid	70.28	7.028	7028	7028	Kilogram	62	FALSE	FALSE
ARR0019455	24-03-2026	MANDI056	Maize	Hybrid	423.36	42.336	42336	42336	Kilogram	134	FALSE	FALSE
ARR0002327	28-08-2026	MANDI056	Mustard	Local	73.12	7.312	7312	73.12	Quintal	52	FALSE	FALSE
ARR0011599	15-07-2026	MANDI056	Wheat	Local	382.16	38.216	38216	38216	Kilogram	132	FALSE	FALSE
ARR0005188	27-01-2026	MANDI056	Wheat		147.48	14.748	14748	14.748	Metric Tonne	147	FALSE	FALSE
ARR0021482	14-01-2026	MANDI056	Maize	HD-2967	264.42	26.442	26442	26442	Kilogram	144	FALSE	FALSE
ARR_IMP00012	27-06-2026	MANDI056	Paddy	Hybrid	255.96	25.596	25596	255.96	Quintal	67	TRUE	TRUE
ARR0018111	27-01-2026	MANDI056	Basmati Rice	Premium	338.62	33.862	33862	33862	Kilogram	78	FALSE	FALSE
ARR0003313	22-05-2026	MANDI056	Wheat	Premium	1.8844	0.1884	188.44	188.44	Kilogram	37	FALSE	TRUE
ARR0021439	25-03-2026	MANDI056	Sugarcane	HD-2967	326.17	32.617	32617	32617	Kilogram	47	FALSE	FALSE
ARR0024287	14-02-2026	MANDI056	Sugarcane	Local	486.86	48.686	48686	48.686	Metric Tonne		FALSE	FALSE
ARR0007777	17-04-2026	MANDI056	Wheat	Pusa-1121	136.53	13.653	13653	136.53	Quintal	85	FALSE	FALSE
ARR0007596	02-03-2026	MANDI056	Maize	PBW-343	387.18	38.718	38718	38718	Kilogram	95	FALSE	FALSE
ARR0006043	30-08-2026	MANDI056	Cotton	HD-2967	389.1	38.91	38910	38910	Kilogram	47	FALSE	FALSE
ARR0002574	13-07-2026	MANDI056	Sugarcane	PBW-343	306.8	30.68	30680	30.68	Metric Tonne	20	FALSE	FALSE
ARR0014035	30-05-2026	MANDI056	Wheat	HD-2967	362.54	36.254	36254	36.254	Metric Tonne	39	FALSE	FALSE
ARR0001224	09-04-2026	MANDI056	Cotton	Pusa-1121	468.03	46.803	46803	46.803	Metric Tonne	32	FALSE	FALSE
ARR0004825	27-04-2026	MANDI056	Sugarcane	Local	90.33	9.033	9033	9033	Kilogram		FALSE	FALSE
ARR0006655	13-04-2026	MANDI056	Cotton	HD-2967	483.82	48.382	48382	483.82	Quintal	77	FALSE	FALSE
ARR0004938	11-07-2026	MANDI056	Maize	Premium	21.3	2.13	2130	2.13	Metric Tonne	40	FALSE	FALSE
ARR0000079	19-08-2026	MANDI056	Sugarcane		336.89	33.689	33689	336.89	Quintal		FALSE	FALSE
ARR0005232	14-04-2026	MANDI056	Cotton	HD-2967	468.4	46.84	46840	46840	Kilogram	81	FALSE	FALSE
ARR0022027	27-06-2026	MANDI056	Maize		374.15	37.415	37415	37415	Kilogram		FALSE	FALSE
ARR0020259	31-05-2026	MANDI056	Cotton		188.87	18.887	18887	188.87	Quintal		FALSE	FALSE
ARR0004765	06-06-2026	MANDI056	Maize	Local	353.77	35.377	35377	353.77	Quintal	87	FALSE	FALSE
ARR0024401	30-01-2026	MANDI056	Rice	Local	472.82	47.282	47282	47282	Kilogram	106	FALSE	FALSE
ARR0022295	12-08-2026	MANDI056	Cotton	Hybrid	283.42	28.342	28342	28342	Kilogram	109	FALSE	FALSE
ARR0020403	08-07-2026	MANDI056	Cotton	HD-2967	340.94	34.094	34094	34.094	Metric Tonne	17	FALSE	FALSE
ARR0001587	25-07-2026	MANDI056	Cotton	Pusa-1121	0.2371	0.0237	23.71	23.71	Kilogram	89	FALSE	TRUE
ARR0009015	06-07-2026	MANDI056	Maize	Local	252.03	25.203	25203	252.03	Quintal	102	FALSE	FALSE
ARR0006635	04-05-2026	MANDI056	Wheat	HD-2967	414.69	41.469	41469	41.469	Metric Tonne	24	FALSE	FALSE
ARR0017763	18-04-2026	MANDI056	Maize	HD-2967	130.5	13.05	13050	130.5	Quintal	98	FALSE	FALSE
ARR0005832	14-08-2026	MANDI056	Wheat	HD-2967	36.62	3.662	3662	36.62	Quintal		FALSE	FALSE
ARR0022548	03-02-2026	MANDI056	Rice	Premium	66.63	6.663	6663	6.663	Metric Tonne	147	FALSE	FALSE
ARR0001174	21-02-2026	MANDI056	Wheat	Premium	464.2	46.42	46420	464.2	Quintal	91	FALSE	FALSE
ARR0005707	03-08-2026	MANDI056	Maize	HD-2967	446.54	44.654	44654	446.54	Quintal	69	FALSE	FALSE
ARR0012418	05-04-2026	MANDI056	Mustard	Premium	433.61	43.361	43361	43.361	Metric Tonne	37	FALSE	FALSE
ARR0023151	21-01-2026	MANDI056	Mustard	Premium	310.7	31.07	31070	310.7	Quintal	16	FALSE	FALSE
ARR0000759	17-06-2026	MANDI056	Rice	Hybrid	51.52	5.152	5152	5152	Kilogram	100	FALSE	FALSE
ARR0006596	15-07-2026	MANDI056	Mustard		459.42	45.942	45942	459.42	Quintal	46	FALSE	FALSE
ARR0020576	08-03-2026	MANDI056	Paddy	HD-2967	262.1	26.21	26210	262.1	Quintal	107	FALSE	TRUE
ARR0009029	25-07-2026	MANDI056	Wheat	Pusa-1121	347.36	34.736	34736	34.736	Metric Tonne	84	FALSE	FALSE
ARR0024507	19-04-2026	MANDI056	Sugarcane	Hybrid	20.11	2.011	2011	2011	Kilogram	128	FALSE	FALSE
ARR0009698	07-05-2026	MANDI056	Paddy	Pusa-1121	431.85	43.185	43185	43185	Kilogram	82	FALSE	FALSE
ARR0014382	07-01-2026	MANDI056	Paddy	Local	115.42	11.542	11542	115.42	Quintal	104	FALSE	FALSE
ARR0005696	16-04-2026	MANDI056	Wheat	Pusa-1121	452.47	45.247	45247	45247	Kilogram	125	FALSE	FALSE
ARR_IMP00104	14-02-2026	MANDI056	Mustard	PBW-343	74.23	7.423	7423	7423	Kilogram	74	TRUE	FALSE
ARR0018956	19-01-2026	MANDI056	Wheat		322.46	32.246	32246	32.246	Metric Tonne	96	FALSE	FALSE
ARR0019179	22-05-2026	MANDI056	Maize	Hybrid	168.43	16.843	16843	168.43	Quintal	96	FALSE	FALSE
ARR0006942	15-02-2026	MANDI056	Wheat		51.36	5.136	5136	5136	Kilogram	89	FALSE	FALSE
ARR0016302	08-07-2026	MANDI056	Wheat		92.68	9.268	9268	9.268	Metric Tonne	138	FALSE	FALSE
ARR0000181	31-08-2026	MANDI056	Sugarcane	HD-2967	312.17	31.217	31217	31217	Kilogram	89	FALSE	FALSE
ARR0003420	07-02-2026	MANDI056	Wheat	Pusa-1121	266.75	26.675	26675	266.75	Quintal	74	FALSE	FALSE
ARR0023552	02-08-2026	MANDI056	Paddy	Pusa-1121	452.65	45.265	45265	452.65	Quintal	111	FALSE	FALSE
ARR0018578	25-05-2026	MANDI056	Cotton		406.52	40.652	40652	40652	Kilogram		FALSE	FALSE
ARR0008331	14-07-2026	MANDI056	Mustard	Premium	2.8874	0.2887	288.74	288.74	Kilogram	40	FALSE	TRUE
ARR0014045	18-04-2026	MANDI056	Paddy	Hybrid	11.71	1.171	1171	11.71	Quintal	128	FALSE	FALSE
ARR0011389	26-01-2026	MANDI056	Sugarcane		343.87	34.387	34387	34.387	Metric Tonne		FALSE	FALSE
ARR0015062	16-04-2026	MANDI056	Paddy	Hybrid	72.41	7.241	7241	7241	Kilogram	8	FALSE	FALSE
ARR0017814	17-01-2026	MANDI056	Wheat		379.04	37.904	37904	37904	Kilogram	34	FALSE	FALSE
ARR0021138	28-03-2026	MANDI056	Mustard	HD-2967	4.5763	0.4576	457.63	457.63	Kilogram	51	FALSE	TRUE
ARR0018236	14-08-2026	MANDI056	Wheat	Local	402.69	40.269	40269	402.69	Quintal	33	FALSE	FALSE
ARR0006950	24-01-2026	MANDI056	Maize		241.49	24.149	24149	241.49	Quintal	86	FALSE	FALSE
ARR0014325	02-04-2026	MANDI056	Wheat	Pusa-1121	308.1	30.81	30810	308.1	Quintal		FALSE	FALSE
ARR0016250	19-05-2026	MANDI056	Rice	PBW-343	230.45	23.045	23045	230.45	Quintal		FALSE	FALSE
ARR0001441	15-08-2026	MANDI056	Wheat	PBW-343	390.42	39.042	39042	390.42	Quintal	98	FALSE	FALSE
ARR0002699	19-06-2026	MANDI056	Mustard		159.19	15.919	15919	15919	Kilogram	78	FALSE	FALSE
ARR0000866	25-06-2026	MANDI056	Mustard	Pusa-1121	181.88	18.188	18188	18188	Kilogram	137	FALSE	FALSE
ARR0016867	26-05-2026	MANDI057	Wheat	Pusa-1121	251.49	25.149	25149	25.149	Metric Tonne		FALSE	FALSE
ARR0005553	08-07-2026	MANDI057	Sugarcane	Local	357.12	35.712	35712	357.12	Quintal	142	FALSE	FALSE
ARR0002710	20-04-2026	MANDI057	Cotton	Premium	320.96	32.096	32096	320.96	Quintal	117	FALSE	TRUE
ARR0021362	09-02-2026	MANDI057	Wheat	Pusa-1121	465.67	46.567	46567	465.67	Quintal	73	FALSE	FALSE
ARR0022267	22-05-2026	MANDI057	Cotton	Pusa-1121	141.89	14.189	14189	141.89	Quintal	97	FALSE	FALSE
ARR0014862	25-08-2026	MANDI057	Wheat	Pusa-1121	306.87	30.687	30687	30.687	Metric Tonne	21	FALSE	FALSE
ARR0002312	28-07-2026	MANDI057	Mustard	Local	92.22	9.222	9222	92.22	Quintal	138	FALSE	FALSE
ARR0010331	09-03-2026	MANDI057	Wheat	Pusa-1121	110.47	11.047	11047	110.47	Quintal	80	FALSE	FALSE
ARR0018825	22-04-2026	MANDI057	Paddy	Premium	437.19	43.719	43719	43719	Kilogram	127	FALSE	FALSE
ARR_IMP00042	15-02-2026	MANDI057	Mustard	Premium	261.62	26.162	26162	26162	Kilogram	142	TRUE	FALSE
ARR0023066	19-02-2026	MANDI057	Rice	Pusa-1121	83.1	8.31	8310	83.1	Quintal	5	FALSE	FALSE
ARR0012657	12-01-2026	MANDI057	Rice	HD-2967	444.55	44.455	44455	44455	Kilogram	91	FALSE	FALSE
ARR0006546	25-05-2026	MANDI057	Cotton	PBW-343	379.88	37.988	37988	37.988	Metric Tonne	51	FALSE	FALSE
ARR0012826	16-03-2026	MANDI057	Wheat	Premium	262.34	26.234	26234	262.34	Quintal	51	FALSE	FALSE
ARR0013986	20-03-2026	MANDI057	Paddy	Hybrid	242.22	24.222	24222	242.22	Quintal	51	FALSE	FALSE
ARR0020167	03-01-2026	MANDI057	Mustard	HD-2967	101.16	10.116	10116	10.116	Metric Tonne		FALSE	FALSE
ARR0013545	23-08-2026	MANDI057	Maize	HD-2967	323.86	32.386	32386	323.86	Quintal		FALSE	FALSE
ARR0014033	07-09-2026	MANDI057	Paddy	Local	365.08	36.508	36508	36.508	Metric Tonne	144	FALSE	FALSE
ARR0021043	04-04-2026	MANDI057	Rice	HD-2967	2.8169	0.2817	281.69	281.69	Kilogram	118	FALSE	TRUE
ARR0015757	03-05-2026	MANDI057	Paddy	Hybrid	352.91	35.291	35291	35291	Kilogram	125	FALSE	FALSE
ARR0017741	03-08-2026	MANDI057	Sugarcane	Local	128.18	12.818	12818	12818	Kilogram	53	FALSE	FALSE
ARR0020189	24-05-2026	MANDI057	Maize		241.75	24.175	24175	241.75	Quintal	68	FALSE	FALSE
ARR0024064	13-02-2026	MANDI057	Rice		135.38	13.538	13538	135.38	Quintal	110	FALSE	FALSE
ARR0006127	08-03-2026	MANDI057	Maize	HD-2967	32.8	3.28	3280	3280	Kilogram	43	FALSE	FALSE
ARR0021319	14-04-2026	MANDI057	Wheat		351.56	35.156	35156	351.56	Quintal	71	FALSE	TRUE
ARR0001134	08-06-2026	MANDI057	Mustard	HD-2967	160.38	16.038	16038	16038	Kilogram		FALSE	FALSE
ARR0018879	11-04-2026	MANDI057	Mustard	HD-2967	386.94	38.694	38694	38694	Kilogram		FALSE	FALSE
ARR0017713	12-02-2026	MANDI057	Wheat	Premium	130.23	13.023	13023	130.23	Quintal	127	FALSE	FALSE
ARR0021119	05-08-2026	MANDI057	Wheat		56.73	5.673	5673	5673	Kilogram		FALSE	FALSE
ARR0023213	19-08-2026	MANDI057	Wheat	Local	336.58	33.658	33658	33658	Kilogram	16	FALSE	FALSE
ARR0006706	26-04-2026	MANDI057	Cotton	Local	98.66	9.866	9866	9.866	Metric Tonne	150	FALSE	FALSE
ARR0005502	13-08-2026	MANDI057	Wheat		48.18	4.818	4818	48.18	Quintal		FALSE	FALSE
ARR0012287	13-08-2026	MANDI057	Mustard	PBW-343	344.28	34.428	34428	34.428	Metric Tonne	124	FALSE	FALSE
ARR0019251	27-01-2026	MANDI057	Cotton	Hybrid	12.98	1.298	1298	12.98	Quintal	103	FALSE	FALSE
ARR0011477	27-08-2026	MANDI057	Maize		45.51	4.551	4551	45.51	Quintal		FALSE	FALSE
ARR0004886	16-01-2026	MANDI057	Cotton	Pusa-1121	274.39	27.439	27439	274.39	Quintal	30	FALSE	FALSE
ARR0015244	20-06-2026	MANDI057	Rice	Hybrid	426.59	42.659	42659	42.659	Metric Tonne	134	FALSE	FALSE
ARR0007810	12-06-2026	MANDI057	Mustard	HD-2967	351.59	35.159	35159	35159	Kilogram	138	FALSE	FALSE
ARR0006063	08-09-2026	MANDI057	Cotton	Pusa-1121	261.15	26.115	26115	26.115	Metric Tonne	97	FALSE	FALSE
ARR0021151	30-08-2026	MANDI057	Mustard	PBW-343	279.64	27.964	27964	27964	Kilogram	90	FALSE	FALSE
ARR0024248	06-08-2026	MANDI057	Maize	PBW-343	322.3	32.23	32230	322.3	Quintal	55	FALSE	FALSE
ARR0020061	19-01-2026	MANDI057	Rice	Local	467.47	46.747	46747	46747	Kilogram	18	FALSE	FALSE
ARR0013444	23-01-2026	MANDI057	Sugarcane	Premium	11.35	1.135	1135	11.35	Quintal	31	FALSE	FALSE
ARR0011564	01-05-2026	MANDI057	Sugarcane	Pusa-1121	241.87	24.187	24187	24187	Kilogram	130	FALSE	FALSE
ARR0011868	09-03-2026	MANDI057	Wheat		166.04	16.604	16604	16.604	Metric Tonne	81	FALSE	FALSE
ARR0016347	25-01-2026	MANDI057	Mustard	PBW-343	499.24	49.924	49924	499.24	Quintal	42	FALSE	FALSE
ARR0015827	23-02-2026	MANDI057	Mustard	PBW-343	14.97	1.497	1497	1497	Kilogram	129	FALSE	FALSE
